Autotrace Enabled
Shows the execution plan as well as statistics of the statement.
================================
= 1. Všichni uživatelé se svým stavem konta seřazení sestupně
================================

FIRST_NAME                                                                                                                                                                                                                                                      LAST_NAME                                                                                                                                                                                                                                                           AMOUNT
Violante                                                                                                                                                                                                                                                        Craigie                                                                                                                                                                                                                                                             8588,7
Kinny                                                                                                                                                                                                                                                           Egglestone                                                                                                                                                                                                                                                         8582,07
Tirrell                                                                                                                                                                                                                                                         Swales                                                                                                                                                                                                                                                             8486,24
Giffard                                                                                                                                                                                                                                                         Grahl                                                                                                                                                                                                                                                              8459,48
Waldo                                                                                                                                                                                                                                                           Portam                                                                                                                                                                                                                                                             8453,47
Carly                                                                                                                                                                                                                                                           Wheelhouse                                                                                                                                                                                                                                                         8415,12
Sherye                                                                                                                                                                                                                                                          Lightbourn                                                                                                                                                                                                                                                         8399,12
Caterina                                                                                                                                                                                                                                                        Tales                                                                                                                                                                                                                                                              8295,59
Jobey                                                                                                                                                                                                                                                           Bulcock                                                                                                                                                                                                                                                            8262,94
Randolf                                                                                                                                                                                                                                                         Plail                                                                                                                                                                                                                                                              8134,99
Thurstan                                                                                                                                                                                                                                                        Sickling                                                                                                                                                                                                                                                           8097,19
Claudine                                                                                                                                                                                                                                                        Jerg                                                                                                                                                                                                                                                               8073,88
Arnold                                                                                                                                                                                                                                                          McGinnis                                                                                                                                                                                                                                                           8039,33
Brit                                                                                                                                                                                                                                                            Treadgold                                                                                                                                                                                                                                                          8037,46
Lorianne                                                                                                                                                                                                                                                        Cuttin                                                                                                                                                                                                                                                             8037,22
Michaeline                                                                                                                                                                                                                                                      Gramer                                                                                                                                                                                                                                                             7973,71
Verne                                                                                                                                                                                                                                                           Kloska                                                                                                                                                                                                                                                             7969,79
Meta                                                                                                                                                                                                                                                            Handasyde                                                                                                                                                                                                                                                          7961,77
Merrilee                                                                                                                                                                                                                                                        Redemile                                                                                                                                                                                                                                                           7960,04
Nerta                                                                                                                                                                                                                                                           Fawlo                                                                                                                                                                                                                                                              7908,74
Rosy                                                                                                                                                                                                                                                            Belcham                                                                                                                                                                                                                                                            7898,69
Phylys                                                                                                                                                                                                                                                          Theobold                                                                                                                                                                                                                                                            7887,4
Sergeant                                                                                                                                                                                                                                                        Creeboe                                                                                                                                                                                                                                                            7878,09
Johnny                                                                                                                                                                                                                                                          Cloonan                                                                                                                                                                                                                                                             7848,5
Gennifer                                                                                                                                                                                                                                                        Bendixen                                                                                                                                                                                                                                                           7805,54
Yank                                                                                                                                                                                                                                                            Giffard                                                                                                                                                                                                                                                            7753,86
Chris                                                                                                                                                                                                                                                           Seer                                                                                                                                                                                                                                                               7749,63
Francisca                                                                                                                                                                                                                                                       Mowat                                                                                                                                                                                                                                                               7677,7
Xymenes                                                                                                                                                                                                                                                         O'Loinn                                                                                                                                                                                                                                                            7669,86
Durant                                                                                                                                                                                                                                                          Lipscomb                                                                                                                                                                                                                                                           7628,84
Lula                                                                                                                                                                                                                                                            Willoughley                                                                                                                                                                                                                                                        7566,15
Raimund                                                                                                                                                                                                                                                         Clerke                                                                                                                                                                                                                                                             7479,63
Fidelio                                                                                                                                                                                                                                                         Willmer                                                                                                                                                                                                                                                            7478,81
Everard                                                                                                                                                                                                                                                         Edlington                                                                                                                                                                                                                                                          7434,66
Tracy                                                                                                                                                                                                                                                           Senecaut                                                                                                                                                                                                                                                           7426,13
Darrin                                                                                                                                                                                                                                                          Pettipher                                                                                                                                                                                                                                                          7403,48
Kristy                                                                                                                                                                                                                                                          Okroy                                                                                                                                                                                                                                                              7380,37
Melva                                                                                                                                                                                                                                                           Romeo                                                                                                                                                                                                                                                              7349,06
Iorgos                                                                                                                                                                                                                                                          Gauler                                                                                                                                                                                                                                                             7260,08
Tymon                                                                                                                                                                                                                                                           Ellor                                                                                                                                                                                                                                                              7029,71
Burr                                                                                                                                                                                                                                                            Drohane                                                                                                                                                                                                                                                            7011,26
Micaela                                                                                                                                                                                                                                                         Filip                                                                                                                                                                                                                                                              6980,86
Avictor                                                                                                                                                                                                                                                         Daintier                                                                                                                                                                                                                                                           6958,76
Marie-jeanne                                                                                                                                                                                                                                                    Kermannes                                                                                                                                                                                                                                                          6860,06
Bobine                                                                                                                                                                                                                                                          Jiroudek                                                                                                                                                                                                                                                           6774,37
Archie                                                                                                                                                                                                                                                          Georgeon                                                                                                                                                                                                                                                           6733,55
Tanya                                                                                                                                                                                                                                                           Sammon                                                                                                                                                                                                                                                             6629,46
Bondon                                                                                                                                                                                                                                                          Boulsher                                                                                                                                                                                                                                                           6555,93
Liane                                                                                                                                                                                                                                                           Dohmer                                                                                                                                                                                                                                                              6474,6
Wynnie                                                                                                                                                                                                                                                          O'Fallone                                                                                                                                                                                                                                                          6296,51
Mahmoud                                                                                                                                                                                                                                                         Elen                                                                                                                                                                                                                                                               6288,61
Elyn                                                                                                                                                                                                                                                            Shepherdson                                                                                                                                                                                                                                                         6268,1
Rodi                                                                                                                                                                                                                                                            Huggons                                                                                                                                                                                                                                                            6228,33
Ronny                                                                                                                                                                                                                                                           Eddins                                                                                                                                                                                                                                                             6223,57
Fae                                                                                                                                                                                                                                                             Glede                                                                                                                                                                                                                                                              6214,07
Barrie                                                                                                                                                                                                                                                          Macewan                                                                                                                                                                                                                                                            6158,21
Carry                                                                                                                                                                                                                                                           Quayle                                                                                                                                                                                                                                                              6012,4
Ingmar                                                                                                                                                                                                                                                          Farden                                                                                                                                                                                                                                                             5949,81
Layne                                                                                                                                                                                                                                                           Bassom                                                                                                                                                                                                                                                             5918,95
Aeriela                                                                                                                                                                                                                                                         Guppy                                                                                                                                                                                                                                                              5878,37
Michell                                                                                                                                                                                                                                                         Geall                                                                                                                                                                                                                                                              5861,62
Jacky                                                                                                                                                                                                                                                           Cardenosa                                                                                                                                                                                                                                                          5854,61
Armand                                                                                                                                                                                                                                                          Haylands                                                                                                                                                                                                                                                           5835,66
Othelia                                                                                                                                                                                                                                                         Ornillos                                                                                                                                                                                                                                                           5831,15
Marcelline                                                                                                                                                                                                                                                      Portman                                                                                                                                                                                                                                                            5727,24
Gaultiero                                                                                                                                                                                                                                                       MacWilliam                                                                                                                                                                                                                                                          5717,9
Minette                                                                                                                                                                                                                                                         Prozescky                                                                                                                                                                                                                                                          5696,22
Rutherford                                                                                                                                                                                                                                                      Ferrand                                                                                                                                                                                                                                                             5686,8
Claudette                                                                                                                                                                                                                                                       Labroue                                                                                                                                                                                                                                                            5679,53
Everard                                                                                                                                                                                                                                                         Large                                                                                                                                                                                                                                                              5674,09
Brice                                                                                                                                                                                                                                                           Castanaga                                                                                                                                                                                                                                                          5576,76
Jodee                                                                                                                                                                                                                                                           Boshier                                                                                                                                                                                                                                                            5561,15
Kissee                                                                                                                                                                                                                                                          Shevels                                                                                                                                                                                                                                                            5524,67
Robinet                                                                                                                                                                                                                                                         Bartleet                                                                                                                                                                                                                                                            5452,9
Catharine                                                                                                                                                                                                                                                       Edgeley                                                                                                                                                                                                                                                            5435,57
Bobine                                                                                                                                                                                                                                                          Giscken                                                                                                                                                                                                                                                            5407,73
Randa                                                                                                                                                                                                                                                           Froude                                                                                                                                                                                                                                                             5292,62
Milty                                                                                                                                                                                                                                                           Fogarty                                                                                                                                                                                                                                                            5265,36
Melany                                                                                                                                                                                                                                                          Iacavone                                                                                                                                                                                                                                                            5236,5
Arlena                                                                                                                                                                                                                                                          Hamilton                                                                                                                                                                                                                                                           5178,08
Willard                                                                                                                                                                                                                                                         Pulford                                                                                                                                                                                                                                                            5109,75
Kaylyn                                                                                                                                                                                                                                                          Yushankin                                                                                                                                                                                                                                                          5017,62
Penny                                                                                                                                                                                                                                                           Norcliff                                                                                                                                                                                                                                                           4994,19
Isa                                                                                                                                                                                                                                                             Cordoba                                                                                                                                                                                                                                                             4866,4
Izaak                                                                                                                                                                                                                                                           Ribeiro                                                                                                                                                                                                                                                            4833,88
Trev                                                                                                                                                                                                                                                            Scurlock                                                                                                                                                                                                                                                           4833,62
